order_id,customer_id,order_date,product_name,product_category,product_id,quantity,unit_price,order_amount,payment_method,card_last_four,payment_status,fulfillment_status,shipping_carrier,tracking_number,delivery_date,delivery_signed,customer_email,customer_city,customer_state,return_policy_days,avs_cvv_match,customer_ip
TTS-ORD-20260602-FPE60,CUST-0614,2026-06-02,LED Ring Light 12-inch,Electronics,PROD-C03,3,29.99,89.97,Visa,8295,Completed,Delivered,Veho,VH772225892,2026-06-09,Yes,s***a@icloud.com,New York,NY,30,Pass,140.6.221.116
TTS-ORD-20260613-9BOS0,CUST-0419,2026-06-13,Gel Nail Polish Kit UV Lamp,Beauty,PROD-C28,2,32.99,65.98,Visa,8993,Completed,Delivered,Veho,VH546339338,2026-06-19,No,b***n@yahoo.com,San Diego,CA,14,Pass,202.16.136.5
TTS-ORD-20260621-KGMIH,CUST-0626,2026-06-21,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,1,8.99,8.99,Mastercard,6556,Refunded,Delivered,DHL,JD99932167619,2026-06-26,Yes,w***m@hotmail.com,San Antonio,TX,0,Pass,203.169.120.34
TTS-ORD-20260625-EHVDO,CUST-0025,2026-06-25,Cloud Slides Pillow Slippers,Fashion,PROD-C09,3,19.99,59.97,Mastercard,9089,Completed,Delivered,FedEx,330304059391,2026-06-30,No,a***w@outlook.com,Memphis,TN,30,Pass,80.54.143.13
TTS-ORD-20260617-R9211,CUST-0505,2026-06-17,Smart Watch Ultra Pro,Electronics,PROD-A2,1,245.0,245.0,Mastercard,5382,Refunded,Delivered,UPS,1Z999AA16745527027,2026-06-20,No,j***h@yahoo.com,Atlanta,GA,30,Pass,196.224.132.155
TTS-ORD-20260604-6FKPS,CUST-0155,2026-06-04,Portable Bluetooth Speaker,Electronics,PROD-A7,1,39.99,39.99,Mastercard,2626,Completed,Delivered,DHL,JD16710769865,2026-06-11,Yes,s***n@yahoo.com,Jacksonville,FL,30,Pass,185.94.86.210
TTS-ORD-20260613-MXF1P,CUST-0454,2026-06-13,Robot Vacuum Cleaner X500,Home,PROD-B2,2,445.5,891.0,Visa,4738,Completed,Delivered,USPS,9400111899629554,2026-06-17,Yes,m***k@yahoo.com,New York,NY,30,Pass,129.106.236.105
TTS-ORD-20260704-O1POB,CUST-0263,2026-07-04,Sunset Lamp Projector,Home,PROD-C20,3,19.99,59.97,Visa,3473,Completed,Shipped,DHL,JD22642849737,,,d***l@hotmail.com,Milwaukee,WI,14,Pass,34.251.162.251
TTS-ORD-20260627-VFOX5,CUST-0308,2026-06-27,Crossbody Sling Bag Nylon,Fashion,PROD-C24,2,16.99,33.98,Mastercard,8244,Completed,Shipped,USPS,9400111899108286,,,d***y@outlook.com,Seattle,WA,30,Pass,220.167.104.199
TTS-ORD-20260620-KDTS1,CUST-0618,2026-06-20,LED Ring Light 12-inch,Electronics,PROD-C03,1,29.99,29.99,Visa,3621,Completed,Processing,,,,,e***y@gmail.com,Raleigh,NC,30,Pass,27.228.204.139
TTS-ORD-20260616-MBXEK,CUST-0405,2026-06-16,Gel Nail Polish Kit UV Lamp,Beauty,PROD-C28,1,32.99,32.99,Visa,1085,Completed,Processing,,,,,p***l@icloud.com,Dallas,TX,14,Pass,106.252.61.207
TTS-ORD-20260705-DSG2Q,CUST-0227,2026-07-05,Gel Nail Polish Kit UV Lamp,Beauty,PROD-C28,1,32.99,32.99,Visa,3401,Completed,Shipped,FedEx,515384974502,,,j***a@icloud.com,San Antonio,TX,14,Pass,125.21.24.16
TTS-ORD-20260609-Y80PF,CUST-0662,2026-06-09,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,1,8.99,8.99,Visa,9286,Completed,Delivered,DHL,JD64884634243,2026-06-14,Yes,s***n@yahoo.com,Raleigh,NC,0,Pass,144.183.118.34
TTS-ORD-20260704-VOEUB,CUST-0095,2026-07-04,Running Shoes Lightweight Mesh,Sports,PROD-C23,1,44.99,44.99,Visa,3511,Completed,Cancelled,,,,,l***a@gmail.com,Milwaukee,WI,30,Pass,115.79.254.96
TTS-ORD-20260702-H3REM,CUST-0502,2026-07-02,Oversized Canvas Tote Bag,Fashion,PROD-C10,1,14.99,14.99,Mastercard,1732,Completed,Cancelled,,,,,c***r@icloud.com,Seattle,WA,30,Pass,143.147.80.145
TTS-ORD-20260622-DWWN6,CUST-0066,2026-06-22,Portable Blender USB Rechargeable,Home,PROD-C19,2,24.99,49.98,Mastercard,6554,Completed,Delivered,Veho,VH917846365,2026-06-28,No,d***l@hotmail.com,Raleigh,NC,30,Pass,31.246.172.228
TTS-ORD-20260618-D8T18,CUST-0253,2026-06-18,Portable Blender USB Rechargeable,Home,PROD-C19,3,24.99,74.97,Mastercard,9548,Completed,Shipped,USPS,9400111899688297,,,b***n@yahoo.com,Memphis,TN,30,Pass,212.122.129.230
TTS-ORD-20260705-3VOB5,CUST-0258,2026-07-05,Smart Watch Ultra Pro,Electronics,PROD-A2,1,245.0,245.0,Visa,1381,Completed,Processing,,,,,j***r@outlook.com,New York,NY,30,Pass,131.47.107.7
TTS-ORD-20260625-C8GZK,CUST-0283,2026-06-25,Crossbody Sling Bag Nylon,Fashion,PROD-C24,1,16.99,16.99,Visa,2617,Completed,Delivered,USPS,9400111899905625,2026-06-28,Yes,w***m@outlook.com,Denver,CO,30,Fail,56.106.229.83
TTS-ORD-20260608-ROI5J,CUST-0472,2026-06-08,Mini Portable Projector HD,Electronics,PROD-C07,1,149.99,149.99,Mastercard,2663,Completed,Delivered,DHL,JD44854009089,2026-06-11,Yes,r***t@yahoo.com,Portland,OR,30,Pass,215.143.167.202
TTS-ORD-20260707-2TP6Q,CUST-0108,2026-07-07,Robot Vacuum Cleaner X500,Home,PROD-B2,1,445.5,445.5,Mastercard,1016,Completed,Cancelled,,,,,w***m@icloud.com,Seattle,WA,30,Pass,178.75.168.249
TTS-ORD-20260604-KOEFU,CUST-0652,2026-06-04,Vitamin C Brightening Serum,Beauty,PROD-C01,1,18.99,18.99,Mastercard,5578,Completed,Delivered,FedEx,411429489198,2026-06-07,Yes,r***t@icloud.com,Austin,TX,30,Pass,73.157.130.246
TTS-ORD-20260622-XAR6Y,CUST-0113,2026-06-22,Retro Polarized Sunglasses,Fashion,PROD-C11,6,12.99,77.94,Visa,7769,Completed,Returned,USPS,9400111899320855,2026-06-28,No,d***d@hotmail.com,Raleigh,NC,14,Pass,198.181.126.196
TTS-ORD-20260606-ENGA0,CUST-0021,2026-06-06,Hair Straightener Brush 2-in-1,Beauty,PROD-C16,1,34.99,34.99,Visa,5606,Completed,Delivered,UPS,1Z999AA18785836177,2026-06-13,Yes,j***s@outlook.com,Minneapolis,MN,30,Pass,69.24.209.158
TTS-ORD-20260615-DJSGG,CUST-0548,2026-06-15,Oversized Canvas Tote Bag,Fashion,PROD-C10,4,14.99,59.96,Visa,3875,Refunded,Shipped,FedEx,314779011123,,,b***y@gmail.com,Louisville,KY,30,Fail,170.33.191.17
TTS-ORD-20260707-X7B7P,CUST-0009,2026-07-07,Robot Vacuum Cleaner X500,Home,PROD-B2,1,445.5,445.5,Mastercard,7666,Completed,Delivered,DHL,JD46998809176,2026-07-14,No,m***t@outlook.com,Dallas,TX,30,Pass,51.175.133.120
TTS-ORD-20260704-39IY8,CUST-0578,2026-07-04,Heated Blanket USB Throw,Home,PROD-C22,2,39.99,79.98,Visa,5095,Refunded,Delivered,USPS,9400111899105409,2026-07-10,Yes,s***a@yahoo.com,Atlanta,GA,30,Pass,62.85.80.17
TTS-ORD-20260701-IMBM2,CUST-0446,2026-07-01,Portable Bluetooth Speaker,Electronics,PROD-A7,1,39.99,39.99,Mastercard,2194,Pending,Processing,,,,,a***w@hotmail.com,Austin,TX,30,Pass,178.113.196.25
TTS-ORD-20260608-DCB4O,CUST-0481,2026-06-08,Portable Blender USB Rechargeable,Home,PROD-C19,3,24.99,74.97,Visa,7735,Refunded,Delivered,FedEx,588777530795,2026-06-11,Yes,r***t@yahoo.com,San Antonio,TX,30,Pass,173.202.169.160
TTS-ORD-20260625-2GUWJ,CUST-0261,2026-06-25,Wireless Noise-Cancelling Headphones,Electronics,PROD-A1,1,59.99,59.99,Mastercard,7897,Completed,Delivered,UPS,1Z999AA11826700966,2026-06-28,Yes,k***n@icloud.com,Charlotte,NC,30,Pass,205.159.114.48
TTS-ORD-20260603-FLMNA,CUST-0124,2026-06-03,Stainless Steel Water Bottle 32oz,Sports,PROD-C06,1,19.99,19.99,Visa,3369,Pending,Shipped,USPS,9400111899712018,,,e***h@gmail.com,Chicago,IL,30,Pass,80.130.210.214
TTS-ORD-20260604-VLU8W,CUST-0295,2026-06-04,Cat Tree Tower 54-inch,Toys,PROD-C26,1,59.99,59.99,Visa,7859,Refunded,Shipped,USPS,9400111899298553,,,s***a@outlook.com,Milwaukee,WI,30,Pass,61.27.117.225
TTS-ORD-20260615-NCBEK,CUST-0143,2026-06-15,LED Desk Lamp with USB Charger,Home,PROD-A3,1,34.99,34.99,Visa,4185,Completed,Delivered,USPS,9400111899946485,2026-06-21,Yes,j***s@hotmail.com,Tampa,FL,30,Pass,215.93.12.250
TTS-ORD-20260613-A46AY,CUST-0245,2026-06-13,Smart Watch Ultra Pro,Electronics,PROD-A2,1,245.0,245.0,Visa,7208,Completed,Processing,,,,,r***d@gmail.com,Phoenix,AZ,30,Pass,106.240.54.79
TTS-ORD-20260624-2GNNV,CUST-0082,2026-06-24,Sunset Lamp Projector,Home,PROD-C20,1,19.99,19.99,Visa,5006,Completed,Delivered,Veho,VH863368317,2026-06-27,Yes,d***d@gmail.com,San Diego,CA,14,Pass,215.158.151.49
TTS-ORD-20260610-HCQXC,CUST-0258,2026-06-10,Smart Plug WiFi 4-Pack,Electronics,PROD-C25,1,22.99,22.99,Mastercard,9333,Refunded,Processing,,,,,a***y@icloud.com,Seattle,WA,30,Fail,212.226.166.193
TTS-ORD-20260702-XH6QI,CUST-0699,2026-07-02,Running Shoes Lightweight Mesh,Sports,PROD-C23,1,44.99,44.99,Mastercard,4581,Completed,Delivered,Veho,VH608693948,2026-07-07,Yes,k***n@outlook.com,Atlanta,GA,30,Pass,128.228.97.147
TTS-ORD-20260624-QO2LN,CUST-0261,2026-06-24,Vitamin C Brightening Serum,Beauty,PROD-C01,1,18.99,18.99,Mastercard,3942,Completed,Delivered,FedEx,145457771622,2026-06-30,Yes,s***n@icloud.com,Salt Lake City,UT,30,Pass,79.68.166.20
TTS-ORD-20260606-HLK3Y,CUST-0038,2026-06-06,Electric Milk Frother Handheld,Home,PROD-C13,1,11.99,11.99,Visa,5496,Completed,Delivered,FedEx,229271682805,2026-06-09,Yes,l***a@yahoo.com,Raleigh,NC,30,Pass,200.155.36.219
TTS-ORD-20260617-985I0,CUST-0145,2026-06-17,Smart Plug WiFi 4-Pack,Electronics,PROD-C25,1,22.99,22.99,Mastercard,4438,Completed,Delivered,Veho,VH982466864,2026-06-24,No,p***l@icloud.com,Salt Lake City,UT,30,Pass,79.133.151.202
TTS-ORD-20260630-F5L0R,CUST-0600,2026-06-30,Cat Tree Tower 54-inch,Toys,PROD-C26,1,59.99,59.99,Mastercard,6810,Completed,Delivered,Veho,VH325039914,2026-07-06,Yes,n***y@outlook.com,Oklahoma City,OK,30,Pass,77.108.109.176
TTS-ORD-20260705-9HOTG,CUST-0261,2026-07-05,Hair Straightener Brush 2-in-1,Beauty,PROD-C16,1,34.99,34.99,Mastercard,2779,Completed,Delivered,USPS,9400111899695791,2026-07-12,No,b***y@outlook.com,Oklahoma City,OK,30,Pass,165.247.116.164
TTS-ORD-20260611-CCSG4,CUST-0235,2026-06-11,Oversized Canvas Tote Bag,Fashion,PROD-C10,1,14.99,14.99,Visa,7731,Completed,Delivered,FedEx,173869137112,2026-06-17,Yes,d***y@icloud.com,Miami,FL,30,Pass,60.254.29.34
TTS-ORD-20260701-VSYJA,CUST-0589,2026-07-01,Smart Plug WiFi 4-Pack,Electronics,PROD-C25,1,22.99,22.99,Visa,3337,Completed,Delivered,Veho,VH978209248,2026-07-07,Yes,k***n@icloud.com,Nashville,TN,30,Pass,36.212.103.155
TTS-ORD-20260622-OGWPN,CUST-0317,2026-06-22,Stainless Steel Water Bottle 32oz,Sports,PROD-C06,1,19.99,19.99,Visa,4005,Completed,Delivered,Veho,VH472354161,2026-06-27,Yes,b***a@hotmail.com,Las Vegas,NV,30,Pass,44.101.179.243
TTS-ORD-20260611-CD1LQ,CUST-0436,2026-06-11,LED Desk Lamp with USB Charger,Home,PROD-A3,2,34.99,69.98,Visa,5141,Refunded,Delivered,FedEx,645068872727,2026-06-17,No,n***y@yahoo.com,San Diego,CA,30,Pass,149.12.119.7
TTS-ORD-20260630-XZPQK,CUST-0607,2026-06-30,Espresso Machine Pro 3000,Home,PROD-A5,2,349.99,699.98,Mastercard,3643,Completed,Delivered,UPS,1Z999AA15881146883,2026-07-06,Yes,b***n@yahoo.com,Indianapolis,IN,30,Pass,24.156.26.46
TTS-ORD-20260705-HZ43X,CUST-0060,2026-07-05,Cloud Slides Pillow Slippers,Fashion,PROD-C09,1,19.99,19.99,Mastercard,2684,Completed,Delivered,Veho,VH484492979,2026-07-09,Yes,e***y@icloud.com,New York,NY,30,Pass,196.79.114.14
TTS-ORD-20260604-H523G,CUST-0404,2026-06-04,Adjustable Dumbbell Set 25lb,Sports,PROD-C29,1,79.99,79.99,Visa,3736,Refunded,Delivered,UPS,1Z999AA12811113558,2026-06-07,Yes,r***t@gmail.com,Austin,TX,30,Pass,126.132.28.209
TTS-ORD-20260706-AHHXK,CUST-0687,2026-07-06,Retro Polarized Sunglasses,Fashion,PROD-C11,2,12.99,25.98,Mastercard,7045,Pending,Delivered,FedEx,491296797911,2026-07-11,Yes,d***l@gmail.com,Denver,CO,14,Pass,37.227.56.106
TTS-ORD-20260709-Y9YLW,CUST-0501,2026-07-09,Oversized Canvas Tote Bag,Fashion,PROD-C10,2,14.99,29.98,Mastercard,6209,Refunded,Delivered,USPS,9400111899199346,2026-07-16,Yes,a***y@icloud.com,Oklahoma City,OK,30,Pass,37.86.5.156
TTS-ORD-20260625-WCNKF,CUST-0143,2026-06-25,Gel Nail Polish Kit UV Lamp,Beauty,PROD-C28,2,32.99,65.98,Visa,4348,Completed,Delivered,UPS,1Z999AA14851638315,2026-06-30,Yes,j***a@gmail.com,Charlotte,NC,14,Pass,80.237.186.154
TTS-ORD-20260622-I0MHB,CUST-0109,2026-06-22,Portable Blender USB Rechargeable,Home,PROD-C19,1,24.99,24.99,Mastercard,5068,Completed,Shipped,Veho,VH795834545,,,m***y@yahoo.com,Memphis,TN,30,Pass,175.224.98.134
TTS-ORD-20260629-IC0LZ,CUST-0234,2026-06-29,Retro Polarized Sunglasses,Fashion,PROD-C11,1,12.99,12.99,Visa,5012,Pending,Delivered,FedEx,327368157794,2026-07-03,Yes,s***n@icloud.com,Houston,TX,14,Pass,65.156.64.78
TTS-ORD-20260629-0132A,CUST-0325,2026-06-29,Cloud Slides Pillow Slippers,Fashion,PROD-C09,1,19.99,19.99,Mastercard,7249,Completed,Returned,Veho,VH505571070,2026-07-03,No,o***a@icloud.com,San Antonio,TX,30,Pass,41.195.233.236
TTS-ORD-20260705-H6A50,CUST-0558,2026-07-05,Oversized Canvas Tote Bag,Fashion,PROD-C10,2,14.99,29.98,Visa,7131,Completed,Delivered,Veho,VH703595485,2026-07-12,Yes,a***w@icloud.com,Columbus,OH,30,Pass,123.237.107.241
TTS-ORD-20260624-SRYZX,CUST-0423,2026-06-24,Hair Straightener Brush 2-in-1,Beauty,PROD-C16,1,34.99,34.99,Visa,7947,Completed,Delivered,UPS,1Z999AA13429270402,2026-06-28,No,m***w@yahoo.com,Memphis,TN,30,Fail,82.123.9.236
TTS-ORD-20260602-A1X7O,CUST-0509,2026-06-02,Pop Fidget Toy Mega Pack,Toys,PROD-C14,2,9.99,19.98,Visa,2316,Completed,Delivered,USPS,9400111899359433,2026-06-09,Yes,w***m@hotmail.com,Indianapolis,IN,0,Pass,68.225.109.43
TTS-ORD-20260620-ZAGRD,CUST-0682,2026-06-20,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,2,8.99,17.98,Visa,7845,Completed,Delivered,UPS,1Z999AA18720349513,2026-06-24,Yes,b***y@hotmail.com,Dallas,TX,0,Pass,126.168.74.188
TTS-ORD-20260612-GCG1J,CUST-0565,2026-06-12,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,2,8.99,17.98,Visa,7697,Completed,Cancelled,,,,,s***n@icloud.com,Houston,TX,0,Pass,180.234.160.28
TTS-ORD-20260619-X2BH2,CUST-0225,2026-06-19,Vitamin C Brightening Serum,Beauty,PROD-C01,1,18.99,18.99,Visa,7154,Completed,Delivered,Veho,VH822418424,2026-06-22,Yes,j***s@hotmail.com,Miami,FL,30,Pass,153.253.247.195
TTS-ORD-20260702-7XNCM,CUST-0318,2026-07-02,Aesthetic LED Strip Lights 50ft,Home,PROD-C08,1,15.99,15.99,Visa,6410,Completed,Processing,,,,,j***a@gmail.com,Salt Lake City,UT,14,Fail,20.117.223.179
TTS-ORD-20260609-SXAW7,CUST-0546,2026-06-09,Hair Straightener Brush 2-in-1,Beauty,PROD-C16,1,34.99,34.99,Visa,6278,Pending,Shipped,FedEx,595503633400,,,a***w@gmail.com,Memphis,TN,30,Pass,182.93.224.12
TTS-ORD-20260629-Z552Z,CUST-0675,2026-06-29,Retro Polarized Sunglasses,Fashion,PROD-C11,1,12.99,12.99,Mastercard,1520,Completed,Delivered,Veho,VH806886123,2026-07-02,No,r***d@yahoo.com,San Jose,CA,14,Pass,147.204.23.78
TTS-ORD-20260630-F761H,CUST-0494,2026-06-30,Cat Tree Tower 54-inch,Toys,PROD-C26,1,59.99,59.99,Visa,5220,Completed,Delivered,FedEx,925365725048,2026-07-03,Yes,m***y@icloud.com,Milwaukee,WI,30,Fail,191.32.171.35
TTS-ORD-20260702-X28PI,CUST-0506,2026-07-02,Smart Plug WiFi 4-Pack,Electronics,PROD-C25,2,22.99,45.98,Mastercard,5244,Pending,Shipped,DHL,JD96177088684,,,a***y@gmail.com,Indianapolis,IN,30,Pass,94.23.29.23
TTS-ORD-20260708-49LNY,CUST-0664,2026-07-08,Aromatherapy Essential Oil Diffuser,Home,PROD-C12,3,27.99,83.97,Mastercard,3069,Completed,Delivered,Veho,VH719459743,2026-07-11,Yes,r***d@hotmail.com,Memphis,TN,30,Pass,189.155.152.57
TTS-ORD-20260601-FK043,CUST-0124,2026-06-01,Portable Bluetooth Speaker,Electronics,PROD-A7,1,39.99,39.99,Visa,1562,Pending,Processing,,,,,s***a@hotmail.com,Portland,OR,30,Pass,101.80.129.254
TTS-ORD-20260707-ZB5GR,CUST-0070,2026-07-07,Silicone Phone Case - Galaxy S24,Electronics,PROD-B1,2,14.99,29.98,Visa,7419,Completed,Delivered,USPS,9400111899260119,2026-07-11,No,j***h@outlook.com,Dallas,TX,14,Fail,188.234.218.41
TTS-ORD-20260626-E1U24,CUST-0323,2026-06-26,Smart Watch Ultra Pro,Electronics,PROD-A2,2,245.0,490.0,Mastercard,5981,Completed,Delivered,USPS,9400111899396080,2026-06-30,No,m***l@icloud.com,Minneapolis,MN,30,Pass,187.42.148.36
TTS-ORD-20260701-YGCMR,CUST-0522,2026-07-01,Portable Blender USB Rechargeable,Home,PROD-C19,1,24.99,24.99,Visa,1859,Completed,Shipped,UPS,1Z999AA14686932034,,,m***t@gmail.com,Jacksonville,FL,30,Pass,151.167.87.152
TTS-ORD-20260626-15XJX,CUST-0556,2026-06-26,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,1,8.99,8.99,Visa,7018,Completed,Delivered,FedEx,918847527846,2026-07-02,No,j***r@gmail.com,Chicago,IL,0,Fail,50.30.22.32
TTS-ORD-20260703-KELZ5,CUST-0240,2026-07-03,Heated Blanket USB Throw,Home,PROD-C22,1,39.99,39.99,Mastercard,9806,Completed,Shipped,DHL,JD62317411501,,,m***t@yahoo.com,Indianapolis,IN,30,Pass,123.209.180.6
TTS-ORD-20260705-AQLBU,CUST-0048,2026-07-05,Hair Straightener Brush 2-in-1,Beauty,PROD-C16,1,34.99,34.99,Mastercard,3641,Completed,Shipped,UPS,1Z999AA11503911634,,,b***a@gmail.com,Minneapolis,MN,30,Pass,163.66.218.193
TTS-ORD-20260608-B86KT,CUST-0480,2026-06-08,LED Desk Lamp with USB Charger,Home,PROD-A3,1,34.99,34.99,Visa,3291,Completed,Cancelled,,,,,k***n@hotmail.com,Miami,FL,30,Pass,145.178.81.134
TTS-ORD-20260705-J0PTJ,CUST-0512,2026-07-05,Electric Milk Frother Handheld,Home,PROD-C13,2,11.99,23.98,Mastercard,3675,Completed,Delivered,FedEx,339799310491,2026-07-09,No,m***w@icloud.com,Columbus,OH,30,Pass,136.22.242.66
TTS-ORD-20260610-F3L2N,CUST-0559,2026-06-10,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,1,8.99,8.99,Mastercard,5055,Failed,Delivered,FedEx,511090410906,2026-06-17,No,r***l@gmail.com,Jacksonville,FL,0,Pass,89.32.137.29
TTS-ORD-20260605-ND7G0,CUST-0334,2026-06-05,Cat Tree Tower 54-inch,Toys,PROD-C26,1,59.99,59.99,Mastercard,6022,Completed,Shipped,USPS,9400111899110342,,,j***h@hotmail.com,Nashville,TN,30,Pass,145.25.136.90
TTS-ORD-20260619-3Y2T5,CUST-0427,2026-06-19,Silicone Kitchen Utensil Set (12pc),Home,PROD-C27,2,24.99,49.98,Mastercard,7597,Completed,Cancelled,,,,,m***w@icloud.com,Milwaukee,WI,30,Pass,171.33.67.3
TTS-ORD-20260610-ZIVZG,CUST-0173,2026-06-10,Running Shoes Lightweight Mesh,Sports,PROD-C23,1,44.99,44.99,Mastercard,6799,Completed,Processing,,,,,n***y@icloud.com,Jacksonville,FL,30,Pass,148.74.71.244
TTS-ORD-20260615-08FC0,CUST-0400,2026-06-15,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,3,8.99,26.97,Mastercard,9074,Completed,Processing,,,,,r***t@gmail.com,Las Vegas,NV,0,Pass,128.174.131.239
TTS-ORD-20260702-YBQG7,CUST-0344,2026-07-02,Robot Vacuum Cleaner X500,Home,PROD-B2,6,445.5,2673.0,Mastercard,9577,Completed,Delivered,UPS,1Z999AA18362261450,2026-07-09,No,d***y@yahoo.com,Tampa,FL,30,Pass,64.20.94.215
TTS-ORD-20260623-H0UHK,CUST-0677,2026-06-23,Robot Vacuum Cleaner X500,Home,PROD-B2,1,445.5,445.5,Visa,9446,Pending,Delivered,FedEx,696277724565,2026-06-26,Yes,t***s@gmail.com,Las Vegas,NV,30,Pass,138.229.159.218
TTS-ORD-20260623-T6O6A,CUST-0334,2026-06-23,Heated Blanket USB Throw,Home,PROD-C22,1,39.99,39.99,Visa,5098,Completed,Delivered,FedEx,488273925936,2026-06-26,Yes,j***r@yahoo.com,Los Angeles,CA,30,Pass,140.102.96.77
TTS-ORD-20260612-GBO06,CUST-0203,2026-06-12,Pop Fidget Toy Mega Pack,Toys,PROD-C14,1,9.99,9.99,Mastercard,3626,Completed,Delivered,Veho,VH106238675,2026-06-17,No,l***a@yahoo.com,Nashville,TN,0,Pass,142.246.171.252
TTS-ORD-20260627-E82EM,CUST-0155,2026-06-27,Aesthetic LED Strip Lights 50ft,Home,PROD-C08,1,15.99,15.99,Mastercard,1223,Completed,Shipped,Veho,VH638866546,,,a***y@yahoo.com,New York,NY,14,Pass,33.174.213.88
TTS-ORD-20260601-9I3HZ,CUST-0600,2026-06-01,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,1,8.99,8.99,Visa,2688,Completed,Delivered,FedEx,661477847263,2026-06-05,Yes,t***s@hotmail.com,Columbus,OH,0,Pass,176.47.49.219
TTS-ORD-20260610-H5NSZ,CUST-0438,2026-06-10,Gel Nail Polish Kit UV Lamp,Beauty,PROD-C28,1,32.99,32.99,Visa,4791,Failed,Cancelled,,,,,o***a@yahoo.com,Indianapolis,IN,14,Pass,106.110.123.16
TTS-ORD-20260604-HQ6DG,CUST-0401,2026-06-04,Running Shoes Lightweight Mesh,Sports,PROD-C23,1,44.99,44.99,Visa,9049,Completed,Delivered,USPS,9400111899149866,2026-06-08,Yes,d***l@outlook.com,Nashville,TN,30,Pass,105.78.29.25
TTS-ORD-20260706-E0EV6,CUST-0263,2026-07-06,Wireless Noise-Cancelling Headphones,Electronics,PROD-A1,1,59.99,59.99,Mastercard,4120,Completed,Delivered,DHL,JD41660747782,2026-07-11,Yes,m***l@yahoo.com,San Jose,CA,30,Pass,200.115.237.26
TTS-ORD-20260710-96QZ6,CUST-0310,2026-07-10,Espresso Machine Pro 3000,Home,PROD-A5,2,349.99,699.98,Visa,2109,Completed,Delivered,FedEx,560384874810,2026-07-17,No,b***n@icloud.com,Minneapolis,MN,30,Pass,127.135.239.244
TTS-ORD-20260602-8F1N2,CUST-0512,2026-06-02,Running Shoes Lightweight Mesh,Sports,PROD-C23,1,44.99,44.99,Mastercard,7567,Completed,Delivered,FedEx,996534545111,2026-06-08,Yes,p***l@hotmail.com,Louisville,KY,30,Pass,89.53.48.1
TTS-ORD-20260614-ZTGBI,CUST-0067,2026-06-14,Vitamin C Brightening Serum,Beauty,PROD-C01,1,18.99,18.99,Mastercard,1640,Completed,Shipped,USPS,9400111899418148,,,c***r@yahoo.com,San Antonio,TX,30,Pass,91.238.35.70
TTS-ORD-20260616-K9WAM,CUST-0441,2026-06-16,65-inch 4K Smart TV,Electronics,PROD-A4,1,899.99,899.99,Mastercard,5582,Completed,Returned,USPS,9400111899187289,2026-06-23,Yes,o***a@yahoo.com,Indianapolis,IN,15,Pass,85.249.5.138
TTS-ORD-20260625-FI0N6,CUST-0660,2026-06-25,Gel Nail Polish Kit UV Lamp,Beauty,PROD-C28,3,32.99,98.97,Mastercard,2535,Completed,Shipped,FedEx,393450475234,,,b***y@icloud.com,New York,NY,14,Pass,66.118.48.209
TTS-ORD-20260707-GFPQX,CUST-0596,2026-07-07,Velvet Matte Lip Kit (6-pack),Beauty,PROD-C02,1,24.99,24.99,Visa,7594,Completed,Processing,,,,,r***l@gmail.com,Phoenix,AZ,14,Pass,205.135.36.187
TTS-ORD-20260607-A88D0,CUST-0690,2026-06-07,Wireless Noise-Cancelling Headphones,Electronics,PROD-A1,1,59.99,59.99,Mastercard,6544,Completed,Delivered,UPS,1Z999AA11567704691,2026-06-10,Yes,r***l@gmail.com,Columbus,OH,30,Fail,71.36.123.195
TTS-ORD-20260629-5OAII,CUST-0505,2026-06-29,Silicone Kitchen Utensil Set (12pc),Home,PROD-C27,1,24.99,24.99,Visa,7314,Completed,Delivered,DHL,JD10528605335,2026-07-02,Yes,p***l@yahoo.com,Raleigh,NC,30,Pass,110.168.74.58
TTS-ORD-20260608-VGTVY,CUST-0208,2026-06-08,Magnetic Phone Mount for Car,Electronics,PROD-C15,4,13.99,55.96,Visa,3461,Pending,Delivered,DHL,JD24318238948,2026-06-13,No,j***n@outlook.com,San Jose,CA,30,Fail,179.210.74.90
TTS-ORD-20260702-3EP0F,CUST-0694,2026-07-02,Portable Bluetooth Speaker,Electronics,PROD-A7,3,39.99,119.97,Mastercard,6292,Completed,Delivered,UPS,1Z999AA15200690282,2026-07-06,Yes,a***w@yahoo.com,Dallas,TX,30,Pass,66.197.99.91
TTS-ORD-20260628-TT3NU,CUST-0649,2026-06-28,Retro Polarized Sunglasses,Fashion,PROD-C11,6,12.99,77.94,Mastercard,7911,Completed,Shipped,FedEx,561207268624,,,e***y@hotmail.com,Tampa,FL,14,Pass,167.199.178.208
